Ineed
"[120.420187,31.548899],"
"[120.353604,31.5625],"
"[120.373623,31.563572],"
"[120.35785,31.675276],"
"[120.3612,31.474314],"
"[120.4480175,31.46039],"
"[120.44716,31.484428],"
"[nan,nan],"
"[120.3308275,31.5775955],"
"[120.407806,31.575681],"
"[nan,nan],"
"[120.440036,31.54675],"
"[nan,nan],"
"[120.4043295,31.58005],"
"[120.35738,31.564292],"
"[120.3466227,31.549439],"
"[120.381671,31.514384],"
"[120.319608,31.562723],"
"[120.448165,31.47498533],"
"[120.438727,31.551496],"
"[nan,nan],"
"[120.430449,31.5408622],"
"[120.383387,31.539441],"
"[nan,nan],"
"[nan,nan],"
"[120.3343942,31.57014117],"
"[120.3302985,31.5581475],"
"[120.425466,31.548533],"
"[120.38755,31.533699],"
"[120.383945,31.473677],"
"[nan,nan],"
"[120.391927,31.56676],"
"[nan,nan],"
"[120.4410158,31.4719275],"
"[nan,nan],"
"[120.342874,31.5671185],"
"[120.315656,31.5794235],"
"[nan,nan],"
"[120.43377,31.505925],"
"[nan,nan],"
"[120.437075,31.5405325],"
"[nan,nan],"
"[nan,nan],"
"[120.3886478,31.55946825],"
"[120.384761,31.528358],"
"[120.4441225,31.476303],"
"[120.352423,31.5544555],"
"[nan,nan],"
"[nan,nan],"
"[120.440347,31.536907],"
"[120.3152973,31.5730475],"
"[120.4368387,31.54582033],"
"[120.5025745,31.52536075],"
"[120.3767565,31.525066],"
"[nan,nan],"
"[120.433421,31.50193067],"
"[120.3827645,31.569228],"
"[120.368574,31.55668675],"
"[120.313693,31.576343],"
"[120.3889522,31.477861],"
"[nan,nan],"
"[nan,nan],"
"[120.3283758,31.5759635],"
"[120.391989,31.564522],"
"[nan,nan],"
"[120.378876,31.542591],"
"[nan,nan],"
"[120.495633,31.478544],"
"[120.43893,31.469696],"
"[120.4351425,31.533336],"
"[120.3790564,31.4814804],"
"[nan,nan],"
"[120.432826,31.507836],"
"[120.440207,31.543604],"
"[nan,nan],"
"[nan,nan],"
"[120.3943593,31.477678],"
"[120.392421,31.50079],"
"[nan,nan],"
"[nan,nan],"
"[120.365259,31.5488115],"
"[120.3405,31.543356],"
"[120.361501,31.553091],"
"[120.367103,31.553154],"
"[120.375284,31.543996],"
"[120.381709,31.561679],"
"[120.339609,31.559275],"
"[120.332733,31.567328],"
"[120.341343,31.561636],"
"[120.343374,31.566165],"
"[120.341607,31.565117],"
"[120.374421,31.563708],"
"[120.348942,31.55705],"
"[120.43825,31.545536],"
"[120.427574,31.549797],"
"[120.48823,31.4947],"
"[120.368431,31.548244],"
"[120.337106,31.568689],"
"[120.447853,31.476661],"
"[120.447853,31.476661],"
"[120.452202,31.462261],"
"[120.45395,31.46073],"
"[120.452202,31.462261],"
"[120.434644,31.545924],"
"[120.470008,31.53202],"
"[120.494425,31.496551],"
"[120.488254,31.495021],"
"[120.499069,31.524704],"
"[120.352778,31.550957],"
"[120.351898,31.551291],"
"[120.383799,31.557794],"
"[120.441898,31.473214],"
"[120.338061,31.568351],"
"[120.38144,31.47656],"
"[120.337106,31.568689],"
"[120.454933,31.478895],"
"[120.454933,31.478895],"
"[120.379722,31.48741],"
"[120.351297,31.545244],"
"[120.360741,31.55077],"
"[120.44294,31.458756],"
"[120.494639,31.486942],"
"[120.355506,31.548664],"
"[120.315376,31.578352],"
"[120.432852,31.507143],"
"[120.330883,31.57078],"
"[120.343271,31.566555],"
"[120.33542,31.56314],"
"[120.387447,31.529291],"
"[120.357583,31.54603],"
"[120.447485,31.482788],"
"[120.387418,31.531993],"
"[120.388705,31.547349],"
"[120.49953,31.488027],"
"[120.385047,31.47855],"
"[120.328388,31.569657],"
"[120.319994,31.572347],"
"[120.388896,31.547267],"
"[120.342706,31.566363],"
"[120.352622,31.544704],"
"[120.362311,31.543538],"
"[120.380076,31.561953],"
"[120.226714,31.600727],"
"[119.714227,31.498568],"
"[120.480234,31.493888],"
"[120.299576,31.629954],"
"[120.389863,31.557208],"
"[120.371516,31.55603],"
"[120.106576,31.423904],"
"[120.355369,31.669011],"
"[120.194071,31.650761],"
"[120.372701,31.57058733],"
"[120.4697263,31.49371967],"
"[120.5043933,31.52843667],"
"[120.41715,31.54214567],"
"[120.4400205,31.534981],"
"[120.3656845,31.4698665],"
"[120.422419,31.53072],"
"[120.382185,31.573342],"
"[120.3694395,31.5688445],"
"[120.40802,31.582116],"
"[nan,nan],"
"[120.421636,31.521748],"
"[120.468875,31.484913],"
"[120.376306,31.530992],"
"[120.431711,31.5334005],"
"[120.360427,31.567638],"
"[120.3969695,31.5663755],"
"[120.393,31.5179325],"
"[nan,nan],"
"[120.4542303,31.47089525],"
"[120.4419565,31.5392115],"
"[120.451172,31.549887],"
"[nan,nan],"
"[120.4976397,31.51453867],"
"[120.3739167,31.57549867],"
"[120.404415,31.571623],"
"[nan,nan],"
"[120.41463,31.534945],"
"[120.4187933,31.545361],"
"[nan,nan],"
"[120.45761,31.495763],"
"[120.4457435,31.549759],"
"[120.3781725,31.574493],"
"[nan,nan],"
"[120.4716425,31.4832295],"
"[nan,nan],"
"[120.36459,31.568186],"
"[nan,nan],"
"[120.395132,31.51144833],"
"[120.4522297,31.52086833],"
"[120.404359,31.56806867],"
"[120.3650195,31.518133],"
"[120.517279,31.519754],"
"[120.401884,31.50804833],"
"[120.435251,31.47192],"
"[nan,nan],"
"[nan,nan],"
"[120.4081908,31.56906725],"
"[120.366578,31.56413967],"
"[120.400262,31.56586],"
"[nan,nan],"
"[nan,nan],"
"[120.4355933,31.53713033],"
"[120.432741,31.5221005],"
"[nan,nan],"
"[120.466021,31.454953],"
"[120.387335,31.5675825],"
"[120.434521,31.469028],"
"[120.382357,31.545074],"
"[120.449091,31.544675],"
"[120.403986,31.563103],"
"[nan,nan],"
"[120.4453253,31.5363585],"
"[120.420187,31.548899],"
"[120.353604,31.5625],"
"[120.35785,31.675276],"
"[120.3612,31.474314],"
"[nan,nan],"
"[120.3308275,31.5775955],"
"[120.407806,31.575681],"
"[nan,nan],"
"[nan,nan],"
"[120.4043295,31.58005],"
"[120.35738,31.564292],"
"[120.381671,31.514384],"
"[120.319608,31.562723],"
"[nan,nan],"
"[120.430449,31.5408622],"
"[120.383387,31.539441],"
"[nan,nan],"
"[nan,nan],"
"[120.3302985,31.5581475],"
"[nan,nan],"
"[120.391927,31.56676],"
"[nan,nan],"
"[nan,nan],"
"[nan,nan],"
"[nan,nan],"
"[nan,nan],"
"[nan,nan],"
"[nan,nan],"
"[nan,nan],"
"[120.440347,31.536907],"
"[120.3767565,31.525066],"
"[nan,nan],"
"[120.3827645,31.569228],"
"[nan,nan],"
"[nan,nan],"
"[120.391989,31.564522],"
"[nan,nan],"
"[nan,nan],"
"[120.495633,31.478544],"
"[120.4351425,31.533336],"
"[nan,nan],"
"[nan,nan],"
"[nan,nan],"
"[120.3943593,31.477678],"
"[120.392421,31.50079],"
"[nan,nan],"
"[nan,nan],"
